reward_today,future_reward,delay,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,text.started,key_resp.started,fixation.stopped,trial.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
40,55,62,0,0,0,3,0.1377477000351064,,0.03350640001008287,0.1377477000351064,1.0145227000466548,1.0145227000466548,1.1478099999949336,3.78428060002625,t,2.7392133999965154,None,3,001,2024-11-21_18h20.53.874,delay_discounting,2024.1.5,None,2024-11-21 18h21.05.781070 +0530,
15,35,14,0,1,1,1,3.805351300048642,,3.7875887000118382,3.805351300048642,4.798263200034853,4.798263200034853,4.814932000008412,7.649877900024876,l,2.841073999996297,None,3,001,2024-11-21_18h20.53.874,delay_discounting,2024.1.5,None,2024-11-21 18h21.05.781070 +0530,
27,50,21,0,2,2,2,7.664318400027696,,7.651103400043212,7.664318400027696,8.664725100039504,8.664725100039504,8.664725100039504,11.484393800026737,l,2.814871700014919,None,3,001,2024-11-21_18h20.53.874,delay_discounting,2024.1.5,None,2024-11-21 18h21.05.781070 +0530,
11,30,7,0,3,3,0,11.497687200026121,,11.485789099999238,11.497687200026121,12.498080100049265,12.498080100049265,12.498080100049265,15.16657070000656,l,2.660576199996285,None,3,001,2024-11-21_18h20.53.874,delay_discounting,2024.1.5,None,2024-11-21 18h21.05.781070 +0530,
78,80,162,0,4,4,6,15.18463180004619,,15.167966000037268,15.18463180004619,16.18182140000863,16.18182140000863,16.19793310004752,20.43351340002846,t,4.243888400029391,None,3,001,2024-11-21_18h20.53.874,delay_discounting,2024.1.5,None,2024-11-21 18h21.05.781070 +0530,
49,60,89,0,5,5,4,20.450946299999487,,20.434958300029393,20.450946299999487,21.448099000030197,21.448099000030197,21.464922400016803,24.218118400021922,l,2.7656008999911137,None,3,001,2024-11-21_18h20.53.874,delay_discounting,2024.1.5,None,2024-11-21 18h21.05.781070 +0530,
67,75,119,0,6,6,5,24.231138300034218,,24.219362400006503,24.231138300034218,25.231270400050562,25.231270400050562,25.231270400050562,29.54995680000866,t,4.31177759997081,None,3,001,2024-11-21_18h20.53.874,delay_discounting,2024.1.5,None,2024-11-21 18h21.05.781070 +0530,
27,50,21,1,0,7,2,29.5644609000301,,29.550919300003443,29.5644609000301,30.564793900004588,30.564793900004588,30.564793900004588,31.88357890001498,l,1.3122976999729872,None,3,001,2024-11-21_18h20.53.874,delay_discounting,2024.1.5,None,2024-11-21 18h21.05.781070 +0530,
40,55,62,1,1,8,3,31.897589900007006,,31.884942200034857,31.897589900007006,32.89856120001059,32.89856120001059,32.89856120001059,36.73395610001171,l,3.8286163000157103,None,3,001,2024-11-21_18h20.53.874,delay_discounting,2024.1.5,None,2024-11-21 18h21.05.781070 +0530,
78,80,162,1,2,9,6,36.74775380000938,,36.73536950000562,36.74775380000938,37.74810680001974,37.74810680001974,37.74810680001974,40.116168300039135,t,2.355549800035078,None,3,001,2024-11-21_18h20.53.874,delay_discounting,2024.1.5,None,2024-11-21 18h21.05.781070 +0530,
15,35,14,1,3,10,1,40.13110040000174,,40.117139200039674,40.13110040000174,41.131359299994074,41.131359299994074,41.131359299994074,42.866639800020494,l,1.7195061999955215,None,3,001,2024-11-21_18h20.53.874,delay_discounting,2024.1.5,None,2024-11-21 18h21.05.781070 +0530,
67,75,119,1,4,11,5,42.88109090004582,,42.86763940000674,42.88109090004582,43.88151870004367,43.88151870004367,43.88151870004367,45.48269010003423,t,1.5878929999889806,None,3,001,2024-11-21_18h20.53.874,delay_discounting,2024.1.5,None,2024-11-21 18h21.05.781070 +0530,
49,60,89,1,5,12,4,45.49777820002055,,45.48363570001675,45.49777820002055,46.49844600004144,46.49844600004144,46.49844600004144,49.852161500020884,t,3.3488747000228614,None,3,001,2024-11-21_18h20.53.874,delay_discounting,2024.1.5,None,2024-11-21 18h21.05.781070 +0530,
11,30,7,1,6,13,0,49.86501390003832,,49.8535208000103,49.86501390003832,50.864733700000215,50.864733700000215,50.864733700000215,51.91685370000778,l,1.0391086000017822,None,3,001,2024-11-21_18h20.53.874,delay_discounting,2024.1.5,None,2024-11-21 18h21.05.781070 +0530,
27,50,21,2,0,14,2,51.93109690002166,,51.918160300003365,51.93109690002166,52.93160070001613,52.93160070001613,52.93160070001613,54.36692140001105,l,1.4216984999948181,None,3,001,2024-11-21_18h20.53.874,delay_discounting,2024.1.5,None,2024-11-21 18h21.05.781070 +0530,
40,55,62,2,1,15,3,54.38108230003854,,54.36792140000034,54.38108230003854,55.38151880004443,55.38151880004443,55.38151880004443,57.83369910001056,l,2.43965220003156,None,3,001,2024-11-21_18h20.53.874,delay_discounting,2024.1.5,None,2024-11-21 18h21.05.781070 +0530,
49,60,89,2,2,16,4,57.84766020003008,,57.83461780002108,57.84766020003008,58.84819160000188,58.84819160000188,58.84819160000188,60.21770560002187,t,1.3632939999806695,None,3,001,2024-11-21_18h20.53.874,delay_discounting,2024.1.5,None,2024-11-21 18h21.05.781070 +0530,
15,35,14,2,3,17,1,60.23124530003406,,60.21939810004551,60.23124530003406,61.23151940002572,61.23151940002572,61.23151940002572,62.78347310004756,l,1.5431696000159718,None,3,001,2024-11-21_18h20.53.874,delay_discounting,2024.1.5,None,2024-11-21 18h21.05.781070 +0530,
11,30,7,2,4,18,0,62.79853950004326,,62.784980199998245,62.79853950004326,63.79800030001206,63.79800030001206,63.79800030001206,65.29996930004563,l,1.492148699995596,None,3,001,2024-11-21_18h20.53.874,delay_discounting,2024.1.5,None,2024-11-21 18h21.05.781070 +0530,
78,80,162,2,5,19,6,65.31468440004392,,65.30154750001384,65.31468440004392,66.31492120004259,66.31492120004259,66.31492120004259,68.63592950004386,t,2.3155797000508755,None,3,001,2024-11-21_18h20.53.874,delay_discounting,2024.1.5,None,2024-11-21 18h21.05.781070 +0530,
