reward_today,future_reward,delay,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,text.started,key_resp.started,fixation.stopped,trial.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
11,30,7,0,0,0,0,0.3193246999871917,,0.04731799999717623,0.3193246999871917,1.0138614000170492,1.0138614000170492,1.330200300028082,5.13624040002469,t,3.9826029999530874,None,1,001,2024-11-21_17h05.24.048,delay_discounting,2024.1.5,None,2024-11-21 17h05.37.024481 +0530,
67,75,119,0,1,1,5,5.150011999998242,,5.138639400014654,5.150011999998242,6.147134500031825,6.147134500031825,6.164366399985738,10.23378990002675,l,4.080335500009824,None,1,001,2024-11-21_17h05.24.048,delay_discounting,2024.1.5,None,2024-11-21 17h05.37.024481 +0530,
40,55,62,0,2,2,3,10.252361399994697,,10.234968500037212,10.252361399994697,11.247209499997552,11.247209499997552,11.264090800017584,14.199046600027941,l,2.9356072999653406,None,1,001,2024-11-21_17h05.24.048,delay_discounting,2024.1.5,None,2024-11-21 17h05.37.024481 +0530,
27,50,21,0,3,3,2,14.21355390001554,,14.199932800023817,14.21355390001554,15.214228700031526,15.214228700031526,15.214228700031526,18.098842500010505,t,2.8687651000218466,None,1,001,2024-11-21_17h05.24.048,delay_discounting,2024.1.5,None,2024-11-21 17h05.37.024481 +0530,
49,60,89,0,4,4,4,18.114192400011234,,18.09977590001654,18.114192400011234,19.11423519998789,19.11423519998789,19.11423519998789,23.565835700021125,l,4.441434300038964,None,1,001,2024-11-21_17h05.24.048,delay_discounting,2024.1.5,None,2024-11-21 17h05.37.024481 +0530,
15,35,14,0,5,5,1,23.580341599998064,,23.567350800032727,23.580341599998064,24.58072379999794,24.58072379999794,24.58072379999794,29.815768100030255,l,5.224286400014535,None,1,001,2024-11-21_17h05.24.048,delay_discounting,2024.1.5,None,2024-11-21 17h05.37.024481 +0530,
78,80,162,0,6,6,6,29.830283400020562,,29.816672199987806,29.830283400020562,30.830787800019607,30.830787800019607,30.830787800019607,35.49847769999178,t,4.651541200000793,None,1,001,2024-11-21_17h05.24.048,delay_discounting,2024.1.5,None,2024-11-21 17h05.37.024481 +0530,
11,30,7,1,0,7,0,35.513522499997634,,35.499541500001214,35.513522499997634,36.51428320002742,36.51428320002742,36.51428320002742,39.798677999991924,t,3.2701691000256687,None,1,001,2024-11-21_17h05.24.048,delay_discounting,2024.1.5,None,2024-11-21 17h05.37.024481 +0530,
49,60,89,1,1,8,4,39.81381890003104,,39.799644400016405,39.81381890003104,40.81402470002649,40.81402470002649,40.81402470002649,43.133052100019995,l,2.310138200002257,None,1,001,2024-11-21_17h05.24.048,delay_discounting,2024.1.5,None,2024-11-21 17h05.37.024481 +0530,
27,50,21,1,2,9,2,43.14678619999904,,43.133957499987446,43.14678619999904,44.1474616000196,44.1474616000196,44.1474616000196,49.39905180002097,t,5.237895000027493,None,1,001,2024-11-21_17h05.24.048,delay_discounting,2024.1.5,None,2024-11-21 17h05.37.024481 +0530,
67,75,119,1,3,10,5,49.41362140001729,,49.39994110004045,49.41362140001729,50.41434010001831,50.41434010001831,50.41434010001831,52.09881039999891,t,1.6749776999931782,None,1,001,2024-11-21_17h05.24.048,delay_discounting,2024.1.5,None,2024-11-21 17h05.37.024481 +0530,
15,35,14,1,4,11,1,52.11358270002529,,52.10003939998569,52.11358270002529,53.11382329999469,53.11382329999469,53.11382329999469,54.4822074000258,l,1.3550977000268176,None,1,001,2024-11-21_17h05.24.048,delay_discounting,2024.1.5,None,2024-11-21 17h05.37.024481 +0530,
40,55,62,1,5,12,3,54.49693190003745,,54.483525299991015,54.49693190003745,55.49747450003633,55.49747450003633,55.49747450003633,58.78224760002922,t,3.272854700044263,None,1,001,2024-11-21_17h05.24.048,delay_discounting,2024.1.5,None,2024-11-21 17h05.37.024481 +0530,
78,80,162,1,6,13,6,58.796855900029186,,58.78364470001543,58.796855900029186,59.79733540001325,59.79733540001325,59.79733540001325,61.36733069998445,l,1.5636775000020862,None,1,001,2024-11-21_17h05.24.048,delay_discounting,2024.1.5,None,2024-11-21 17h05.37.024481 +0530,
